Dist_Name,avg_elevation,min_elevation,max_elevation,avg_rainfall_mm,max_rainfall_mm,avg_temp,min_temp,max_temp,avg_air_pressure,DFSI,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Human_fatality,Human_injured,Population,Mean_Flood_Duration,State_Name
Balrampur,,,,,,,,,,15.237068195362085,0.665330167,0.022677673,0.642652494,58.0,26.0,853775.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,16.273890154213387,4.434421195,0.059511194,4.374910001,58.0,26.0,853775.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.795300126674809,4.434421195,0.059511194,4.374910001,58.0,26.0,853775.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.71565822290066,4.434421195,0.059511194,4.374910001,58.0,26.0,853775.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,15.237068195362085,4.434421195,0.059511194,4.374910001,58.0,26.0,853775.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,16.273890154213387,0.665330167,0.022677673,0.642652494,58.0,26.0,2570002.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.795300126674809,0.665330167,0.022677673,0.642652494,58.0,26.0,2570002.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.71565822290066,0.665330167,0.022677673,0.642652494,58.0,26.0,2570002.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,15.237068195362085,0.665330167,0.022677673,0.642652494,58.0,26.0,2570002.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,16.273890154213387,4.434421195,0.059511194,4.374910001,58.0,26.0,2570002.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.795300126674809,4.434421195,0.059511194,4.374910001,58.0,26.0,2570002.0,20.0,Uttar Pradesh
Balrampur,,,,,,,,,,15.71565822290066,4.434421195,0.059511194,4.374910001,58.0,26.0,2570002.0,20.0,Chhattisgarh
Balrampur,,,,,,,,,,15.237068195362085,4.434421195,0.059511194,4.374910001,58.0,26.0,2570002.0,20.0,Chhattisgarh
Bametara,,,,,,,,,,9.95595548857293,2.704068243,0.320047689,2.384020554,3.0,0.0,909116.0,2.0,Chhattisgarh
Banas Kantha,,,,,,,,,,15.557662783463703,0.684661264,0.116877662,0.567783602,109.0,2.0,3729629.0,18.0,Gujarat
